数据年月,贸易伙伴编码,贸易伙伴名称,商品编码,商品名称,美元
202511,502,美国,3304,美容品或化妆品及护肤品（药品除外），包括防晒油或晒黑油；指（趾）甲化妆品,69895673.0
202511,502,美国,3305,护发品,2669493.0
202511,502,美国,3306,口腔及牙齿清洁剂，包括假牙稳固剂及粉；清洁牙缝用的纱线（牙线），单独零售包装的,936713.0
202511,502,美国,3307,剃须用制剂、人体除臭剂、泡澡用制剂、脱毛剂和其他品目未列名的芳香料制品及化妆盥洗品；室内除臭剂，不论是否加香水或消毒剂,6058783.0
202511,502,美国,3401,肥皂；作肥皂用的有机表面活性产品及制品，条状、块状或模制形状的，不论是否含有肥皂；洁肤用的有机表面活性产品及制品，液状或膏状冰制成零售包装的，不论是否含有肥皂；用肥皂或洗涤浸渍、涂面或包覆的纸、絮胎、毡呢及无纺织物,4134975.0
202511,502,美国,3402,有机表面活性剂（肥皂除外）；表面活性剂制品、洗涤剂（包括助洗剂）及清洁剂，不论是否含有肥皂，但品目3401的产品除外,16538353.0
202511,502,美国,3403,润滑剂（包括以润滑剂为基本成分的切削油制剂、螺栓或螺母松开剂、防锈或防腐蚀制剂及脱模剂）及用于纺织材料、皮料、毛皮或其他材料油脂处理的制剂，但不包括以石油或从沥青矿物提取的油料为基本成分（按重量计不低于70%）的制剂,19629403.0
202511,502,美国,3404,人造蜡及调制蜡,5944947.0
202511,502,美国,3405,鞋靴、家具、地板、车身、玻璃或金属用的光洁剂、擦洗膏、去污粉及类似制品（包括经这类制剂浸渍、涂面或包覆的纸、絮胎、毡呢、无纺织物、泡沫塑料或海绵橡胶），但不包括品目3404的蜡,6114627.0
202511,502,美国,3406,各种蜡烛及类似品,314619.0
202511,502,美国,3407,塑型用膏，包括供儿童娱乐用的在内；通常为“牙科用蜡”或“牙科造型膏”的制品，成套、零售包装或制成片状、马蹄形、条状及类似形状的；以熟石膏（煅石膏或硫酸钙）为基本成分的牙科用其他制品,423359.0
202511,502,美国,3501,酪蛋白、酪蛋白酸盐及其他酪蛋白衍生物；酪蛋白胶,382392.0
202511,502,美国,3502,白蛋白（包括按重量计干质成分的乳清蛋白含量超过80%的两种或两种以上的乳清蛋白浓缩物）、白蛋白盐及其他白蛋白衍生物,6398874.0
202511,502,美国,3503,明胶（包括长方形、正方形明胶薄片，不论是否表面加工或着色）及其衍生物；鱼胶；其他动物胶，但不包括品目3501的酪蛋白胶,710.0
202511,502,美国,3504,蛋白胨及其衍生物；其他品目未列名的蛋白质及其衍生物；皮粉，不论是否加入铬矾,1400303.0
202511,502,美国,3505,糊精及其他改性淀粉（例如，预凝化淀粉或酯化淀粉）；淀粉、糊精或其他改性淀粉为基本成分的胶,2045804.0
202511,502,美国,3506,其他品目未列名的调制胶及其他调制粘合剂；适于作胶或粘合剂用的产品，零售包装每件净重≤1kg,14915731.0
202511,502,美国,3507,酶；其他品目未列名的酶制品,6290158.0
202511,502,美国,3601,发射药,1091325.0
202511,502,美国,3603,安全导火索；导爆索；火帽或雷管；引爆器；电雷管,88340.0
202511,502,美国,3604,烟花、爆竹、信号弹、降雨火箭、浓雾信号弹及其他烟火制品,564881.0
202511,502,美国,3701,未曝光的摄影感光硬片及平面软片，用纸、纸板及纺织物以外任何材料制成；未曝光的一次成像感光平面软片，不论是否分装,1224330.0
202511,502,美国,3702,成卷的未曝光摄影感光卷片，用纸、纸板及纺织物以外任何材料制成；成卷的未曝光一次成像感光胶片,17686157.0
202511,502,美国,3703,未曝光的摄影感光纸、纸板及纺织物,1044.0
202511,502,美国,3704,已曝光未冲洗的摄影硬片、软片、纸、纸板及纺织物,130.0
202511,502,美国,3705,已曝光已冲洗的摄影硬片及软片，但电影胶片除外,840346.0
202511,502,美国,3707,摄影用化学制剂（不包括上光漆、胶水、粘合剂及类似制剂）；摄影用未混合产品，定量包装或零售包装可立即使用的,10703608.0
202511,502,美国,3801,人造石墨；胶态或半胶态石墨；以石墨或其他碳为基本成分的糊状、块状、板状制品或半制品,1094917.0
202511,502,美国,3802,活性碳；活性天然矿产品；动物炭黑，包括废动物炭黑,2748455.0
202511,502,美国,3803,妥尔油，不论是否精炼,480300.0
202511,502,美国,3804,木桨残余碱液，不论是否浓缩、脱糖或经化学处理的，包括木素磺酸盐、但不包括品目3803的妥儿油,110390.0
202511,502,美国,3806,松香和树脂酸及衍生物；松香精及松香油；再熔胶,585510.0
202511,502,美国,3807,木焦油；精制木焦油；木杂酚油；粗木精；植物沥青；以松香、树脂酸或植物沥青为基本成分的啤酒桶沥青及类似制品,86110.0
202511,502,美国,3808,杀虫剂、杀鼠剂、杀菌剂、除草剂、抗萌剂、植物生长调节剂、消毒剂及类似产品，零售形状、零售包装或制成制剂及成品（例如，经琉璜处理的带子、杀虫灯芯、蜡烛及捕蝇纸）,5948387.0
202511,502,美国,3809,纺织、造纸、制革及类似工业用的其他品目未列名的整理剂、染料加速着色或固色助剂及其他产品和制剂（例如，休整剂及媒染剂）,1071044.0
202511,502,美国,3810,金属表面酸洗剂；焊接用的焊剂及其他辅助剂；金属及其他材料制成的焊粉或焊管；作焊条芯子或焊条涂料用的制品,1418074.0
202511,502,美国,3811,抗震剂、抗氧剂、防胶剂、粘度改良剂、防腐蚀制剂及其他配置添加剂，用于矿物油（包括汽油）或与矿物油同样用途的其他液体,20979133.0
202511,502,美国,3812,配制的橡胶促进剂；其他品目未列名的橡胶或塑料用复合增塑剂；橡胶或塑料用抗氧剂及其他复合稳定剂,2218295.0
202511,502,美国,3813,灭火器的装配药；已装药的灭火弹,158657.0
202511,502,美国,3814,其他品目未列名的有机复合溶剂及稀释剂；除漆剂,441751.0
202511,502,美国,3815,其他品目未列名的反应引发剂、反应促进剂、催化剂,22788402.0
202511,502,美国,3816,耐火的水泥、灰泥、混凝土及类似耐火混合制品，包括夯混白云石，但品目38.01的产品除外,443824.0
202511,502,美国,3817,混合烷基苯及混合烷基萘，但品目2707及2902的货品除外,357392.0
202511,502,美国,3818,经掺杂用于电子工业的化学元素，已切成圆片、薄片或类似形状；经掺杂用于电子工业的化合物,11116695.0
202511,502,美国,3819,闸用液压油及其他液压传动用液体，不含石油或从沥青矿物提取的油类，或者按重量计石油或从沥青矿物提取的油类含量＜70％,1256247.0
202511,502,美国,3820,防冻剂及解冻剂,279825.0
202511,502,美国,3821,制成的供微生物（包括病毒及类似品）或植物、人体、动物细胞生长或维持用的培养基,6184248.0
202511,502,美国,3822,附于衬背上的诊断或实验用试剂及不论是否附于衬背上的诊断或实验用配制试剂，不论是否制成试剂盒形式，但品目30.06的货品除外；有证标准样品,104088086.0
202511,502,美国,3823,工业用单羧脂肪酸；精炼所得的酸性油；工业用脂肪醇,3228098.0
202511,502,美国,3824,铸模及铸芯用粘合剂；其他品目未列名的化学工业及其相关工业的化学产品及配制品（包括由天然产品混合组成的）,55024398.0
202511,502,美国,3826,生物柴油及其混合物，不含或含有按重量计低于70％的石油或从沥青矿物提取的油类,210.0
202511,502,美国,3901,初级形状的乙烯聚合物,159507893.0
202511,502,美国,3902,初级形状的丙烯或其他烯烃聚合物,14390712.0
202511,502,美国,3903,初级形状的苯乙烯聚合物,5906861.0
202511,502,美国,3904,初级形状的氯乙烯或其他卤化烯烃聚合物,13468055.0
202511,502,美国,3905,初级形状的乙酸乙烯酯或其他乙烯酯聚合物；初级形状的其他乙烯基聚合物,3207933.0
202511,502,美国,3906,初级形状的丙烯酸聚合物,8085159.0
202511,502,美国,3907,初级形状的聚缩醛、其他聚醚及环氧树脂；初级形状的聚碳酸酯、醇酸树脂、聚烯丙基酯及其他聚酯,61865298.0
202511,502,美国,3908,初级形状的聚酰胺,14791737.0
202511,502,美国,3909,初级形状的氨基树脂、酚醛树脂及聚氨酯,6822928.0
202511,502,美国,3910,初级形状的聚硅氧烷,9284041.0
202511,502,美国,3911,初级形状的石油树脂、苯并呋喃-茚树脂、多萜树脂、多硫化物、聚砜及本章注释3所规定的其他品目未列名产品,7342133.0
202511,502,美国,3912,初级形状的其他品目未列名的纤维素及其化学衍生物,29144109.0
202511,502,美国,3913,初级形状的其他品目未列名的天然聚合物（例如藻酸）及改性天然聚合物（例如，硬化蛋白、天然橡胶的化学衍生物）,725824.0
202511,502,美国,3914,初级形状的离子交换剂，以品目3901至3913的聚合物为基本成分的,1969916.0
202511,502,美国,3916,塑料单丝（截面直径＞1mm）、条、杆、型材及异型材，不论是否经表面加工，但未经其他加工,3987299.0
202511,502,美国,3917,塑料制的管子及其附件（例如，接头、肘管、法兰）,15483041.0
202511,502,美国,3918,块状或成卷的塑料铺地制品，不论是否胶粘；本章注释9所规定的塑料糊墙品,1230086.0
202511,502,美国,3919,自粘的塑料板、片、膜、箔、带、扁条及其他扁平形状材料，不论是否成卷,13713883.0
202511,502,美国,3920,其他非泡沫塑料的板、片、膜、箔及扁条，为用其他材料强化、层压、支撑或用类似方法合制,46086052.0
202511,502,美国,3921,其他塑料板、片、膜、箔、扁条,9630431.0
202511,502,美国,3922,塑料浴缸、淋浴盘、洗涤槽、盥洗盆、坐浴盆、便盆、马桶座圈及盖、抽水箱及类似卫生浴具,63142.0
202511,502,美国,3923,供运输或包装货物用的塑料制品；塑料制的塞子、盖子及类似品,5918869.0
202511,502,美国,3924,塑料制的餐具、厨房用具、其他家庭用具及卫生或盥洗用具,327780.0
202511,502,美国,3925,其他品目未列名的建筑用塑料制品,903108.0
202511,502,美国,3926,其他塑料制品及品目3901至3914所列其他材料的制品,46615788.0
202511,502,美国,4001,天然橡胶、巴拉塔胶、古塔波胶、银胶菊胶、糖胶树胶及类似的天然树胶，初级形状或板、片、带,245.0
202511,502,美国,4002,合成橡胶及从油类提取的油膏，初级形状或板、片、带；品目4001所列产品与本品目所列产品的混合物，初级形状或板、片、带,7071269.0
202511,502,美国,4003,再生橡胶，初级形状或板、片、带,14589.0
202511,502,美国,4005,未硫化的复合橡胶，初级形状或板、片、带,2867368.0
202511,502,美国,4006,其他形状（例如，杆、管或型材及异型材）的未硫化橡胶及未硫化橡胶制品（例如，盘、环）,351614.0
202511,502,美国,4007,硫化橡胶线及绳,2647.0
202511,502,美国,4008,硫化橡胶（硬质橡胶除外）制的板、片、带、杆或型材及异型材,1349861.0
202511,502,美国,4009,硫化橡胶（硬质橡胶除外）制的管子，不论是否装有附件（例如，接头、肘管、法兰）,3576946.0
202511,502,美国,4010,硫化橡胶制的输送带或传动带及带料,708122.0
202511,502,美国,4011,新的充气橡胶轮胎,6173970.0
202511,502,美国,4012,翻新的或旧的充气橡胶轮胎；实心或半实心橡胶轮胎、橡胶胎面及橡胶轮胎衬带,213180.0
202511,502,美国,4013,橡胶内胎,1507.0
202511,502,美国,4014,硫化橡胶（硬质橡胶除外）制的卫生及医疗用品（包括奶嘴），不论是否装有硬质橡胶制的附件,748.0
202511,502,美国,4015,硫化橡胶（硬质橡胶除外）制的衣着用品及附件（包括分指手套、连指手套及露指手套）,667636.0
202511,502,美国,4016,硫化橡胶（硬质橡胶除外）的其他制品,18968074.0
202511,502,美国,4017,各种形状的硬质橡胶（例如、纯硬质胶），包括废料及碎料；硬质橡胶制品,187383.0
202511,502,美国,4101,生牛皮（包括水牛皮）、生马科动物皮（鲜的、盐腌的、干的、石灰浸渍的、浸酸的或以其他方法保藏、但未鞣制、未经羊皮纸化处理或进一步加工的），不论是否去毛或刨层,20780381.0
202511,502,美国,4102,绵羊或羔羊生皮（鲜的、盐腌的、干的、石灰浸渍的、浸酸的或以其他方法保藏、但未鞣制、未经羊皮纸化处理或进一步加工的），不论是否去毛或刨层，但本章注释1（3）所述不包括的生皮除外,85079.0
202511,502,美国,4103,其他生皮（鲜的、盐腌的、干的、石灰浸渍的、浸酸的或以其他方法保藏、但未鞣制、未经羊皮纸化处理或进一步加工的），不论是否去毛或刨层，但本章注释1（2）或（3）所述不包括的生皮除外,78296.0
202511,502,美国,4104,经鞣制的不带毛牛皮（包括水牛皮）、马科动物皮及其坯革，不论是否剖层，但未经进一步加工,1115174.0
202511,502,美国,4106,经鞣制的其他不带毛动物皮及其坯革，不论是否剖层，但未经进一步加工,3113.0
202511,502,美国,4107,经鞣制或半硝处理后进一步加工的牛皮革（包括水牛皮）及马科动物皮革，包括羊皮纸化处理的皮革，不论是否剖层，但品目4114的皮革除外,204084.0
202511,502,美国,4112,经鞣制或半硝处理后进一步加工的不带毛的绵羊或羔羊皮革，包括羊皮纸化处理的，不论是否剖层，但品目4114的皮革除外,585.0
202511,502,美国,4113,鞣制或半硝处理后进一步加工的不带毛的其他动物皮革，包括羊皮纸化处理的，不论是否剖层，但品目4114的皮革除外,22661.0
202511,502,美国,4115,以皮革或皮革纤维为基本成分的再生皮革、成块、成张或成条，不论是否成卷；皮革或再生皮革的边角废料，不适宜作皮革制品用；皮革粉末,29218.0
202511,502,美国,4201,各种材料制成的鞍具及挽具（包括缰绳、挽绳、护膝垫、口套、鞍褥、马褡裢、狗外套及类似品），适合各种动物用,6686.0
202511,502,美国,4202,衣箱、提箱、小手袋、公文箱、公文包、书包、眼镜盒、望远镜盒、照相机套、乐器盒、枪套及类似容器；旅行包、食品或饮料保温包、化妆包、帆布包、手提包、购物袋、钱夹、钱包、地图盒、烟盒、烟袋、工具包、运动包、瓶盒、首饰盒、粉盒、刀叉餐具盒及类似容器，用皮革或再生皮革、塑料片、纺织材料、钢纸或纸板制成，或者全部或主要用上述材料或纸包覆制成,3099213.0
202511,502,美国,4203,皮革或再生皮革制的衣服及衣着附件,151025.0
202511,502,美国,4205,皮革或再生皮革的其他制品,231872.0
202511,502,美国,4301,生毛皮（包括适合加工皮货用的头、尾、抓及其他块、片），但品目4101、4102或4103的生皮除外,128239.0
202511,502,美国,4302,未缝制或已缝制（不加其他材料）的已鞣毛皮（包括头、尾、爪及其他块、片），但品目4303的货品除外,179353.0
202511,502,美国,4303,毛皮制的衣服、衣着附件及其他物品,22664.0
202511,502,美国,4401,薪柴（圆木段、块、枝、成捆或类似形状）；木片或木粒；锯末、木废料及碎片，不论是否粘结成圆木段、块、片或类似形状,296.0
202511,502,美国,4407,经纵锯、纵切、刨切或旋切的木材，不论是否刨平、砂光或端部接合，厚度＞6mm,58465849.0
202511,502,美国,4408,饰面用单板（包括刨切积层木获得的单板）、制胶合板或类似多层板用单板以及其他经纵锯、刨切或旋切的木材，不论是否刨平、砂光、拼接或端部接合，厚≤6mm,228843.0
202511,502,美国,4410,碎料板、定向刨花板（OSB）及类似板（例如，华夫板），木或其他木质材料制，不论是否用树脂或其他有机粘合剂粘合,4815.0
202511,502,美国,4411,木纤维板或其他木质材料纤维板，不论是否用树脂或其他有机粘合剂粘合,22268.0
202511,502,美国,4412,胶合板、单板饰面板及类似的多层板,3527.0
202511,502,美国,4413,强化木，成块、板、条或异型的,100.0
202511,502,美国,4414,木制的画框、相框、镜框及类似品,7681.0
202511,502,美国,4415,包装木箱、木盒、板条箱、圆桶及类似的包装容器；木制电缆卷筒；木托板、箱形托盘及其他装载用木板；木制的托盘护框,26666.0
202511,502,美国,4416,木制的大桶、琵琶桶、盆和其他箍桶及其零件，包括桶板,1127730.0
202511,502,美国,4417,木制的工具、工具支架、工具柄、扫帚及刷子的身和柄；木制鞋靴楦及楦头,6042.0
202511,502,美国,4418,建筑用木工制品，包括蜂窝结构木镶板、已装拼的地板、木瓦及盖屋板,129.0
202511,502,美国,4419,木制餐具及厨房用具,5367.0
202511,502,美国,4420,镶嵌木（包括细工镶嵌木）；装珠宝或刀具用的木制盒子和小匣子及类似品；木制小雕像及其他装饰品；第九十四章以外的木制家具,1825.0
202511,502,美国,4421,其他木制品,135999.0
202511,502,美国,4503,天然软木制品,1.0
202511,502,美国,4504,压制软木（不论是否使用粘合剂压成）及其制品,3056.0
202511,502,美国,4601,用编结材料编成的缏条及类似产品，不论是否缝合成宽条；平行连结或编结的成片编结材料、缏条或类似的编结材料产品，不论是否制成品（例如，席子、席料、帘子）,27.0
202511,502,美国,4602,用编结材料直接编成或用品目4601所列货品制成的篮筐、柳条编结品及其他制品；丝瓜络制品,202.0
202511,502,美国,4702,化学木浆、溶解级,14555258.0
202511,502,美国,4703,烧碱木浆或硫酸盐木浆，但溶解级的除外,58314834.0
202511,502,美国,4706,从回收（废料）纸或纸板提取的纤维浆其他纤维状纤维素浆,21156.0
202511,502,美国,4801,成卷或成张的新闻纸,5008.0
202511,502,美国,4802,书写、印刷或类似用途的未经涂布的纸及纸板、未打孔的穿孔卡片纸及穿孔纸带纸、成卷或成张矩形（包括正方形），任何尺寸，但品目4801或4803的纸除外；手工制纸及纸板,192477.0
202511,502,美国,4803,卫生纸、面巾纸、餐巾纸以及家庭或卫生用的类似纸、纤维素絮纸和纤维素纤维网纸，不论是否起纹、压花、打孔、染面、饰面或印花，成卷或成张的,638742.0
202511,502,美国,4804,成卷或成张的其他未经涂布的牛皮纸及纸板，但不包括品目4802或4803的货品,13055719.0
202511,502,美国,4805,成卷或成张的其他未经涂布的纸及纸板，加工程度不超过本章注释3所列范围,1969994.0
202511,502,美国,4806,成卷或成张的植物羊皮纸、防油纸、描图纸、半透明纸及其他高光泽透明或半透明纸,260730.0
202511,502,美国,4807,成卷或成张的复合纸及纸板（用粘合剂粘合各层纸或纸板制成），未经表面涂布或未浸渍，不论内层是否有加强材料,1381.0
202511,502,美国,4808,成卷成张的瓦楞纸及纸板（不论是否与平面纸胶合）、皱纹纸及纸板、压纹纸及纸板、穿孔纸及纸板，但品目4803的纸除外,1345935.0
202511,502,美国,4809,复写纸、自印复写纸及其他拷贝或转印纸（包括涂布或浸渍的油印蜡纸或胶印版纸），不论是否印制，成卷或成张的,15.0
202511,502,美国,4810,成卷或成张矩形（包括正方形）的任何尺寸的单面或双面涂布高岭土或其他无机物质（不论是否加粘合剂）的纸及纸板，但未涂布其他涂料，不论是否染面、饰面或印花,3800828.0
202511,502,美国,4811,成卷或成张矩形（包括正方形）的任何尺寸的经涂布、浸渍、覆盖、染面、饰面或印花的纸、纸板、纤维素絮纸及纤维素纤维网纸，但品目4803、4809或4810的货品除外,8418034.0
202511,502,美国,4812,纸浆制的滤块、滤板及滤片,6577.0
202511,502,美国,4814,壁纸及类似品；窗用透明纸,149459.0
202511,502,美国,4816,复写纸、自印复写纸及其他拷贝或转印纸（不包括品目4809的纸），油印蜡纸或胶印版纸，不论是否盒装,11575.0
202511,502,美国,4817,纸或纸板制的信封、封缄信片、素色明信片及通信卡片；纸或纸板制的盒子、袋子及夹子，内装各种纸制文具,4538.0
202511,502,美国,4818,卫生纸及类似纸、家庭或卫生用纤维素絮纸及纤维素纤维网纸，成卷宽度不超过36厘米或切成一定尺寸或形状的；纸浆、纸、纤维素絮纸或纤维素纤维网纸制的手帕、面巾、台布、餐巾、床单及类似的家庭、卫生或医院用品、衣服及衣着附件,179487.0
202511,502,美国,4819,纸、纸板、纤维素絮纸或纤维素纤维网纸制的箱、盒、匣、袋及其他包装容器；纸或纸板制的卷宗盒、信件盘及类似品，供办公室、商店及类似场所使用的,448757.0
202511,502,美国,4820,纸或纸板制的登记本、帐本、笔记本、订货本、收据本、信笺本、记事本、日记本及类似品、练习本、吸墨纸本、活动封面（活页及非活页）、文件夹、卷宗皮、多联商业表格纸、页间夹有复写纸的本及其他文具用品；纸或纸板制的样品簿、粘贴簿及书籍封面,174824.0
202511,502,美国,4821,纸或纸板制的各种标签，不论是否印制,1576764.0
202511,502,美国,4822,纸浆、纸或纸板（不论是否穿孔或硬化）制的筒管、卷轴、纡子及类似品,13441.0
202511,502,美国,4823,切成一定尺寸或形状的其他纸、纸板、纤维素絮纸及纤维素纤维网纸；纸浆、纸、纸板、纤维素絮纸及纤维素纤维网纸制的其他物品,946390.0
202511,502,美国,4901,书籍、小册子、散页印刷品及类似印刷品，不论是否单张,1490216.0
202511,502,美国,4902,报纸、杂志及期刊，不论有无插图或广告材料,397852.0
202511,502,美国,4903,儿童图画书、绘画或涂色书,4415.0
202511,502,美国,4904,乐谱原稿或印本，不论是否装订或印有插图,6332.0
202511,502,美国,4905,各种印刷的地图、水道图及类似图表，包括地图册、挂图、地形图及地球仪、天体仪,5059.0
202511,502,美国,4906,手绘的建筑、工程、工业、商业、地形或类似用途的设计图纸原稿；手稿；用感光纸照相复印或用复写纸誊写的上述物品复制件,90.0
202511,502,美国,4907,在承认或将承认其面值的国家流通或新发行并且未经使用的邮票、印花税票及类似票证；印有邮票或印花税票的纸品；钞票；空白支票；股票、债券及类似所有权凭证,4436873.0
202511,502,美国,4908,转印贴花纸（移画印花法用图案纸）,71726.0
202511,502,美国,4909,印刷或有图画明信片；印有个人问候、祝贺、通告的卡片，不论是否有图片、带信封或饰边,42291.0
202511,502,美国,4910,印刷的各种日历，包括日历芯,8611.0
202511,502,美国,4911,其他印刷品，包括印刷的图片及照片,11429417.0
202511,502,美国,5004,丝纱线（绢纺纱线除外），非供零售用,140.0
202511,502,美国,5007,丝或绢丝机织物,3807.0
202511,502,美国,5101,未梳的羊毛,1543452.0
202511,502,美国,5111,粗梳羊毛或粗梳动物细毛的机织物,2081.0
202511,502,美国,5112,精梳羊毛或精梳动物细毛的机织物,17660.0
202511,502,美国,5201,未梳的棉花,2355313.0
202511,502,美国,5204,棉制缝纫线，不论是否供零售用,761.0
202511,502,美国,5205,棉纱线（缝纫线除外），按重量计含棉量≥85％，非供零售用,1915.0
202511,502,美国,5206,棉纱线（缝纫线除外），按重量计含棉量＜85％，非供零售用,34.0
202511,502,美国,5207,棉纱线（缝纫线除外），供零售用,49.0
202511,502,美国,5208,棉机织物，按重量计含棉量≥85％，每平方米重量≤200g,6766.0
202511,502,美国,5209,棉机织物，按重量计含棉量≥85％，每平方米重量＞200g,3409.0
202511,502,美国,5210,棉机织物，按重量计含棉量＜85％， 主要或仅与化学纤维混纺，每平方米重≤200g,1735.0
202511,502,美国,5211,棉机织物，按重量计含棉量＜85％， 主要或仅与化学纤维混纺，每平方米重＞200g,3840.0
202511,502,美国,5212,其他棉机织物,871.0
202511,502,美国,5306,亚麻纱线,365.0
202511,502,美国,5309,亚麻机织物,3840.0
202511,502,美国,5310,黄麻或品目5303的其他纺织韧皮纤维机织物,1623.0
202511,502,美国,5311,其他纺织用植物纤维机织物；纸纱线机织物,6370.0
202511,502,美国,5401,化学纤维长丝纺制的缝纫线，不论是否供零售用,70002.0
202511,502,美国,5402,合成纤维长丝纱线（缝纫线除外），非供零售用，包括细度＜67分特的合成纤维单丝,2169573.0
202511,502,美国,5403,人造纤维长丝纱线（缝纫线除外），非供零售用，包括习度＜67分特的人造纤维单丝,3430110.0
202511,502,美国,5404,截面尺寸≤1mm，细度≥67分特的合成纤维单丝；表观宽度≤5mm的合成纤维纺织材料制扁条及类似品（例如，人造草）,309298.0
202511,502,美国,5406,化学纤维长丝纱线（缝纫线除外），供零售用,21238.0
202511,502,美国,5407,合成纤维长丝纱线的机织物，包括品目5404所列材料的机织物,695872.0
202511,502,美国,5408,人造纤维长丝纱线的机织物，包括品目5405所列材料的机织物,5310.0
202511,502,美国,5501,合成纤维长丝丝束,49491.0
202511,502,美国,5503,合成纤维短纤，未梳或未经其他纺前加工,3108230.0
202511,502,美国,5506,合成纤维短纤，已梳或经其他纺前加工,522.0
202511,502,美国,5508,化学纤维短纤纺制的缝纫线，不论是否供零售用,60.0
202511,502,美国,5509,合成纤维短纤纱线（缝纫线除外），非供零售用,143715.0
202511,502,美国,5512,合成纤维短纤纺制的机织物，按重量计合成纤维短纤含量≥85%,3268263.0
202511,502,美国,5513,合成纤维短纤纺制的机织物，按重量计合成纤维短纤含量＜85%，主要或仅与棉混纺，每平方米重≤170g,1410.0
202511,502,美国,5514,合成纤维短纤纺制的机织物，按重量计合成纤维短纤含量＜85%，主要或仅与棉混纺，每平方米重＞170g,8634.0
202511,502,美国,5515,合成纤维短纤纺制的其他机织物,96076.0
202511,502,美国,5516,人造纤维短纤纺制的机织物,1156.0
202511,502,美国,5601,纺织材料絮胎及其制品；长度不超过５毫米的纺织纤维(纤维屑)、纤维粉末及球结,721613.0
202511,502,美国,5602,毡呢，不论是否浸渍、涂布、包覆或层压,157028.0
202511,502,美国,5603,无纺织物，不论是否浸渍、涂布、包覆或层压,6011283.0
202511,502,美国,5604,用纺织材料包覆的橡胶线及绳；用橡胶或塑料浸渍、涂布、包裹或套裹的纺织纱线及品目5404或5405的扁条及类似品,114540.0
202511,502,美国,5605,含金属纱线，不论是否螺旋花线，由纺织纱线或品目5404或5405的扁条及类似品与金属线、扁条或粉末混合制的或用金属包覆制得,24128.0
202511,502,美国,5606,粗松螺旋花线，品目5404或5405的扁条及类似品制的螺旋花线（品目5405的货品及马毛粗松螺旋花线除外）；绳绒线（包括植绒绳绒线）；纵行起圈纱线,28.0
202511,502,美国,5607,线、绳、索、缆，不论是否编织或编结而成，也不论是否用橡胶或塑料浸渍、涂布、包覆或套裹,574375.0
202511,502,美国,5608,线、绳或索结制的网料；纺织材料制成的渔网及其他网,56449.0
202511,502,美国,5609,用纱线、品目5404或5405的扁条及类似品或线、绳、索、缆制成的其他品目未列名物品,83804.0
202511,502,美国,5701,结织栽绒地毯及纺织材料的其他结织栽绒铺地制品，不论是否制成的,613.0
202511,502,美国,5702,机织地毯及纺织材料的其他机织铺地制品，未簇绒或未植绒，不论是否制成的，包括“开来姆”、“苏麦克”、“卡拉马尼”及类似的手织地毯,141822.0
202511,502,美国,5703,簇绒地毯及纺织材料的其他簇绒铺地制品，不论是否制成的,23825.0
202511,502,美国,5705,其他地毯及纺织材料的其他铺地制品，不论是否制成的,104446.0
202511,502,美国,5801,起绒机织物及绳绒织物，但品目5802或5806的织物除外,153485.0
202511,502,美国,5802,毛巾织物及类似的毛圈机织物，但品目5806的狭幅织物除外；簇绒织物，但品目5703的产品除外,155.0
202511,502,美国,5804,网眼薄纱及其他网眼织物，但不包括机织物、针织物或钩编织物；成卷、成条或成小块图案的花边，但品目6002至6006的织物除外,20807.0
202511,502,美国,5806,狭幅机织物，但品目5807的货物除外；用粘合剂粘合制成的有经纱而无纬纱的狭幅织物（包扎匹头用带）,405984.0
202511,502,美国,5807,非绣制的纺材料制标签、徽章及类似品，成匹、成条或裁成一定形状或尺寸,75025.0
202511,502,美国,5808,成匹的编带；非绣制的成匹装饰带，但针织或钩编的除外；流苏、绒球及类似品,6416.0
202511,502,美国,5810,成匹、成条或成小块图案的刺绣品,16557.0
202511,502,美国,5811,经绗缝或其他方法用一层或几层纺织材料与胎料组合制成的被褥状纺织品，但品目5810的刺绣品除外,30075.0
202511,502,美国,5901,用胶或淀粉物质涂布的纺织物，作书籍封面及类似用途的；描图布；制成的油画布；作帽里的硬衬布及类似硬挺纺织物,3436.0
202511,502,美国,5902,尼龙或其他聚酰胺、聚酯或粘胶纤维高强力纱制的帘子布,55.0
202511,502,美国,5903,用塑料浸渍、涂布、包覆或层压的纺织物，但品目5902的货品除外,512797.0
202511,502,美国,5904,列诺伦（亚麻油地毡），不论是否剪切成形；以纺织物为底布经涂布或覆面的铺地制品，不论是否剪切成形,66.0
202511,502,美国,5905,糊墙织物,42639.0
202511,502,美国,5906,用橡胶处理的纺织物，但品目5902的货品除外,302664.0
202511,502,美国,5907,用其他材料浸渍、涂布或包覆的纺织物；作舞台、摄影布景或类似用途的已绘制花布,495733.0
202511,502,美国,5908,用纺织材料机织、编结或针织而成的灯芯、炉芯、打火机芯、短芯或类似品；煤气灯纱筒及纱罩，不论是否浸渍,219206.0
202511,502,美国,5909,纺织材料制的水龙软管及类似的管子，不论有无其他材料作衬里、护套或附件,20500.0
202511,502,美国,5910,纺织材料制的传动带或输送带及带料，不论是否用塑料浸渍、涂布、包覆或层压，也不论是否用金属或其他材料加强,26727.0
202511,502,美国,5911,本章注释7所规定的作专门技术用途的纺织产品及制品,1792683.0
